ano,codigo_municipio,nome_municipio,uf,taxa_aprovacao_fund,taxa_reprovacao_fund,taxa_abandono_fund,taxa_abandono_med
2023,2505600,Diamante,PB,94.4,3,2.6,6
2023,2505709,Dona Inês,PB,99.9,0,0.1,1
2023,2505808,Duas Estradas,PB,94.8,3.5,1.7,9
2023,2505907,Emas,PB,95,4.8,0.2,3
2023,2506004,Esperança,PB,97.8,1.5,0.7,13.8
2023,2506103,Fagundes,PB,88.9,8.9,2.2,3.2
2023,2506202,Frei Martinho,PB,92.2,7.8,0,2.7
2023,2506251,Gado Bravo,PB,99.9,0,0.1,1.7
2023,2506301,Guarabira,PB,96.1,2.8,1.1,3
2023,2506400,Gurinhém,PB,98.7,0.6,0.7,2.1
2023,2506509,Gurjão,PB,97.9,0.9,1.2,0
2023,2506608,Ibiara,PB,93.2,5.5,1.3,8.1
2023,2506707,Imaculada,PB,88.6,10.2,1.2,4.1
2023,2506806,Ingá,PB,96.9,2.6,0.5,0
2023,2506905,Itabaiana,PB,97.6,1.6,0.8,1.6
2023,2507002,Itaporanga,PB,96.7,2.6,0.7,6.6
2023,2507101,Itapororoca,PB,97.7,0.7,1.6,12.5
2023,2507200,Itatuba,PB,97.4,1.3,1.3,11.1
2023,2507309,Jacaraú,PB,88.6,8.6,2.8,4.6
2023,2507408,Jericó,PB,82.5,10.3,7.2,0
2023,2507507,João Pessoa,PB,92.6,6,1.4,6.1
2023,2507606,Juarez Távora,PB,93.8,2.9,3.3,0.4
2023,2507705,Juazeirinho,PB,84.1,15.5,0.4,7.1
2023,2507804,Junco do Seridó,PB,94.6,5.4,0,6.3
2023,2507903,Juripiranga,PB,97.7,2.3,0,0.3
2023,2508000,Juru,PB,99,1,0,12
2023,2508109,Lagoa,PB,92.6,4.6,2.8,2.5
2023,2508208,Lagoa de Dentro,PB,81.1,14.5,4.4,11.2
2023,2508307,Lagoa Seca,PB,94.6,4.2,1.2,16
2023,2508406,Lastro,PB,95.8,3.5,0.7,6.5
2023,2508505,Livramento,PB,93.8,2.4,3.8,11.2
2023,2508554,Logradouro,PB,93.1,4.5,2.4,2.3
2023,2508604,Lucena,PB,85.8,13.2,1,12
2023,2508703,Mãe d'Água,PB,99.5,0.5,0,3
2023,2508802,Malta,PB,91.3,5.9,2.8,10.9
2023,2508901,Mamanguape,PB,95.8,2.9,1.3,6.8
2023,2509008,Manaíra,PB,98.3,1.2,0.5,8
2023,2509057,Marcação,PB,85.5,9.7,4.8,17
2023,2509107,Mari,PB,86.4,10.5,3.1,11.9
2023,2509156,Marizópolis,PB,100,0,0,0
2023,2509206,Massaranduba,PB,91.7,7.7,0.6,6.5
2023,2509305,Mataraca,PB,95.3,4,0.7,10.8
2023,2509339,Matinhas,PB,91.5,5.4,3.1,11.7
2023,2509370,Mato Grosso,PB,89,7.8,3.2,0
2023,2509396,Maturéia,PB,94,5.9,0.1,18.7
2023,2509404,Mogeiro,PB,99.7,0.2,0.1,0
2023,2509503,Montadas,PB,94.1,5,0.9,5.1
2023,2509602,Monte Horebe,PB,98,0.8,1.2,15.5
2023,2509701,Monteiro,PB,99.8,0.2,0,0.3
2023,2509800,Mulungu,PB,98,1.4,0.6,4
2023,2509909,Natuba,PB,97.5,2.4,0.1,1.3
2023,2510006,Nazarezinho,PB,97.6,0,2.4,0
2023,2510105,Nova Floresta,PB,99.3,0.7,0,2.5
2023,2510204,Nova Olinda,PB,90.5,8.6,0.9,0
2023,2510303,Nova Palmeira,PB,93.5,6.5,0,0
2023,2510402,Olho d'Água,PB,92.7,6.4,0.9,3.7
2023,2510501,Olivedos,PB,96.7,3.1,0.2,0
2023,2510600,Ouro Velho,PB,99.7,0,0.3,4.7
2023,2510659,Parari,PB,98.1,1.9,0,8.9
2023,2510709,Passagem,PB,90.4,7.3,2.3,3.7
2023,2510808,Patos,PB,96.2,3.2,0.6,3.4
2023,2510907,Paulista,PB,94.6,4.6,0.8,2.8
2023,2511004,Pedra Branca,PB,93.2,6.4,0.4,2.5
2023,2511103,Pedra Lavrada,PB,96.5,3.4,0.1,1.6
2023,2511202,Pedras de Fogo,PB,93.7,4.3,2,0
2023,2511301,Piancó,PB,93.7,4.8,1.5,9.9
2023,2511400,Picuí,PB,97.9,2.1,0,2.4
2023,2511509,Pilar,PB,96.6,3.3,0.1,0
2023,2511608,Pilões,PB,91.2,6.1,2.7,4.5
2023,2511707,Pilõezinhos,PB,96.3,3.7,0,6.9
2023,2511806,Pirpirituba,PB,93.3,4.4,2.3,4.6
2023,2511905,Pitimbu,PB,94.7,4.2,1.1,11
2023,2512002,Pocinhos,PB,88,10.6,1.4,0
2023,2512036,Poço Dantas,PB,87.4,10.4,2.2,0
2023,2512077,Poço de José de Moura,PB,83.8,15.1,1.1,1.8
2023,2512101,Pombal,PB,99.1,0.8,0.1,0.6
2023,2512200,Prata,PB,92.2,5.8,2,4.2
2023,2512309,Princesa Isabel,PB,99,0.9,0.1,9.5
2023,2512408,Puxinanã,PB,96.7,3,0.3,7.3
2023,2512507,Queimadas,PB,99.5,0.3,0.2,11.8
2023,2512606,Quixaba,PB,99.6,0.4,0,8.7
2023,2512705,Remígio,PB,92.5,6.1,1.4,8
2023,2512721,Pedro Régis,PB,85.8,12.4,1.8,5.5
2023,2512747,Riachão,PB,99,0.7,0.3,8.4
2023,2512754,Riachão do Bacamarte,PB,98.1,1.6,0.3,0
2023,2512762,Riachão do Poço,PB,86.1,13,0.9,5.5
2023,2512788,Riacho de Santo Antônio,PB,76.2,18,5.8,0
2023,2512804,Riacho dos Cavalos,PB,87,9.8,3.2,3
2023,2512903,Rio Tinto,PB,87.8,9.4,2.8,2.5
2023,2513000,Salgadinho,PB,94,4.9,1.1,2.7
2023,2513109,Salgado de São Félix,PB,97.7,1.1,1.2,4.5
2023,2513158,Santa Cecília,PB,91.6,7.9,0.5,0
2023,2513208,Santa Cruz,PB,98.2,1.8,0,3.5
2023,2513307,Santa Helena,PB,98,1.6,0.4,5
2023,2513356,Santa Inês,PB,92.3,6,1.7,9.3
2023,2513406,Santa Luzia,PB,99.6,0.2,0.2,4.2
2023,2513505,Santana de Mangueira,PB,91.1,4,4.9,4
2023,2513604,Santana dos Garrotes,PB,96.7,1.8,1.5,7.5
2023,2513653,Joca Claudino,PB,98.7,1.3,0,1.4
2023,2513703,Santa Rita,PB,90.5,6,3.5,11.6
2023,2513802,Santa Teresinha,PB,97.9,2,0.1,9.2
2023,2513851,Santo André,PB,98.7,1.3,0,6.3
2023,2513901,São Bento,PB,93.8,5.7,0.5,13.7
2023,2513927,São Bentinho,PB,97.7,2.3,0,0
2023,2513943,São Domingos do Cariri,PB,100,0,0,1
2023,2513968,São Domingos,PB,86,12.8,1.2,0
2023,2513984,São Francisco,PB,96.6,3.2,0.2,0
2023,2514008,São João do Cariri,PB,98.7,1.3,0,3.4
2023,2514107,São João do Tigre,PB,91.5,8.5,0,0
2023,2514206,São José da Lagoa Tapada,PB,95,2.7,2.3,1.8
2023,2514305,São José de Caiana,PB,94.4,4.7,0.9,6.2
2023,2514404,São José de Espinharas,PB,99.1,0.7,0.2,2
2023,2514453,São José dos Ramos,PB,93.1,6.5,0.4,0.7
2023,2514503,São José de Piranhas,PB,93.5,5,1.5,8.3
2023,2514552,São José de Princesa,PB,96.8,2.5,0.7,6.2
2023,2514602,São José do Bonfim,PB,93.1,5.4,1.5,0
2023,2514651,São José do Brejo do Cruz,PB,91.4,6.7,1.9,0
2023,2514701,São José do Sabugi,PB,99.4,0.6,0,12.3
2023,2514800,São José dos Cordeiros,PB,93.5,5.6,0.9,2.7
2023,2514909,São Mamede,PB,92.3,6.5,1.2,0
2023,2515005,São Miguel de Taipu,PB,90.6,0,9.4,0
2023,2515104,São Sebastião de Lagoa de Roça,PB,89.8,8.4,1.8,13
2023,2515203,São Sebastião do Umbuzeiro,PB,96.4,3.6,0,8.2
2023,2515302,Sapé,PB,88.5,9.1,2.4,5.3
2023,2515401,São Vicente do Seridó,PB,92.1,6.4,1.5,2.8
2023,2515500,Serra Branca,PB,97.3,2.2,0.5,3.3
2023,2515609,Serra da Raiz,PB,93.5,5.5,1,0
2023,2515708,Serra Grande,PB,92.1,7,0.9,0.8
2023,2515807,Serra Redonda,PB,84.3,11.4,4.3,9.6
2023,2515906,Serraria,PB,87.7,9.9,2.4,2.8
2023,2515930,Sertãozinho,PB,91.7,7.1,1.2,1.1
2023,2515971,Sobrado,PB,86,12.6,1.4,3.9
2023,2516003,Solânea,PB,88.9,7.9,3.2,15.3
2023,2516102,Soledade,PB,93.7,4,2.3,9.6
2023,2516151,Sossêgo,PB,93.8,6,0.2,6.6
2023,2516201,Sousa,PB,95.4,3.5,1.1,3.2
2023,2516300,Sumé,PB,97.6,2.2,0.2,11.2
2023,2516409,Tacima,PB,93,5.4,1.6,8.2
2023,2516508,Taperoá,PB,96.1,2.4,1.5,7.1
2023,2516607,Tavares,PB,94.2,5.5,0.3,6.2
2023,2516706,Teixeira,PB,95.4,3,1.6,6.8
2023,2516755,Tenório,PB,92.4,7.2,0.4,5.1
2023,2516805,Triunfo,PB,94.1,3.3,2.6,2.7
2023,2516904,Uiraúna,PB,91.9,6.2,1.9,3.7
2023,2517001,Umbuzeiro,PB,97.7,2.3,0,0
2023,2517100,Várzea,PB,98.3,1,0.7,0
2023,2517209,Vieirópolis,PB,100,0,0,0
2023,2517407,Zabelê,PB,97.5,1.9,0.6,20.4
2023,2600054,Abreu e Lima,PE,96.8,2.8,0.4,0
2023,2600104,Afogados da Ingazeira,PE,96.5,3.2,0.3,1
2023,2600203,Afrânio,PE,99,0.8,0.2,0
2023,2600302,Agrestina,PE,93.4,6.5,0.1,0
2023,2600401,Água Preta,PE,96.7,2.7,0.6,0
2023,2600500,Águas Belas,PE,93.9,5,1.1,3.5
2023,2600609,Alagoinha,PE,88.2,10.5,1.3,0
2023,2600708,Aliança,PE,91.9,7.6,0.5,0.1
2023,2600807,Altinho,PE,95.2,4.7,0.1,0.4
2023,2600906,Amaraji,PE,92.8,7,0.2,0
2023,2601003,Angelim,PE,94.7,5.3,0,0
2023,2601052,Araçoiaba,PE,96.6,3.3,0.1,0
2023,2601102,Araripina,PE,98.5,0.5,1,2.8
2023,2601201,Arcoverde,PE,98.2,1.8,0,0
2023,2601300,Barra de Guabiraba,PE,96.4,2.1,1.5,0
2023,2601409,Barreiros,PE,96.3,3.4,0.3,0.7
2023,2601508,Belém de Maria,PE,99.4,0.6,0,0
2023,2601607,Belém do São Francisco,PE,96.6,3,0.4,1.2
2023,2601706,Belo Jardim,PE,91.7,7.4,0.9,3.1
2023,2601805,Betânia,PE,99.1,0.9,0,0
2023,2601904,Bezerros,PE,96.9,2.9,0.2,1.8
2023,2602001,Bodocó,PE,86.7,11.5,1.8,1.7
2023,2602100,Bom Conselho,PE,96.4,3.4,0.2,0
2023,2602209,Bom Jardim,PE,98.4,1.6,0,0
2023,2602308,Bonito,PE,99.1,0.6,0.3,1.7
2023,2602407,Brejão,PE,89.6,10,0.4,2
2023,2602506,Brejinho,PE,97.8,1.9,0.3,0.4
2023,2602605,Brejo da Madre de Deus,PE,89.8,9.7,0.5,3.9
2023,2602704,Buenos Aires,PE,92,7.2,0.8,0
2023,2602803,Buíque,PE,95.4,4.1,0.5,0.2
2023,2602902,Cabo de Santo Agostinho,PE,97.5,2.4,0.1,0
2023,2603009,Cabrobó,PE,98,1.7,0.3,0.8
2023,2603108,Cachoeirinha,PE,94.8,4.8,0.4,1.8
2023,2603207,Caetés,PE,95.3,4.6,0.1,0.1
2023,2603306,Calçado,PE,91.7,7.9,0.4,3.6
2023,2603405,Calumbi,PE,97.3,2.6,0.1,0.7
2023,2603454,Camaragibe,PE,97.1,2.7,0.2,0.9
2023,2603504,Camocim de São Félix,PE,97.9,2.1,0,0
2023,2603603,Camutanga,PE,97.1,2.8,0.1,0
2023,2603702,Canhotinho,PE,93.9,5.9,0.2,0
2023,2603801,Capoeiras,PE,98.3,1.7,0,0
2023,2603900,Carnaíba,PE,98.5,1.1,0.4,2
2023,2603926,Carnaubeira da Penha,PE,89.5,8.2,2.3,5.5
2023,2604007,Carpina,PE,95.9,3.6,0.5,0.1
2023,2604106,Caruaru,PE,92.9,6.4,0.7,0.9
2023,2604155,Casinhas,PE,93.8,6.2,0,0
2023,2604205,Catende,PE,92.2,5,2.8,0.7
2023,2604304,Cedro,PE,92.3,6.2,1.5,3.4
2023,2604403,Chã de Alegria,PE,95.1,4,0.9,0
2023,2604502,Chã Grande,PE,82.3,14.1,3.6,2
2023,2604601,Condado,PE,95.3,4.7,0,0
2023,2604700,Correntes,PE,88.6,10.7,0.7,0
2023,2604809,Cortês,PE,95.2,3.5,1.3,0
2023,2604908,Cumaru,PE,96.9,2.6,0.5,0.5
2023,2605004,Cupira,PE,98.3,1.7,0,0.1
2023,2605103,Custódia,PE,98.9,1.1,0,1.8
2023,2605152,Dormentes,PE,99.2,0.6,0.2,0
2023,2605202,Escada,PE,96.4,3,0.6,0
2023,2605301,Exu,PE,97.5,2.2,0.3,5.7
2023,2605400,Feira Nova,PE,97.9,2.1,0,0
2023,2605459,Fernando de Noronha,PE,99,1,0,0
2023,2605509,Ferreiros,PE,95.8,3.7,0.5,0
2023,2605608,Flores,PE,98.5,1.5,0,1
2023,2605707,Floresta,PE,91.2,7.2,1.6,3.4
2023,2605806,Frei Miguelinho,PE,84.4,13.4,2.2,0.2
2023,2605905,Gameleira,PE,98.5,0.7,0.8,0.4
2023,2606002,Garanhuns,PE,96.4,3.5,0.1,1.1
2023,2606101,Glória do Goitá,PE,99.4,0.4,0.2,0.2
2023,2606200,Goiana,PE,92.9,5.9,1.2,0
2023,2606309,Granito,PE,93.7,5.7,0.6,0
2023,2606408,Gravatá,PE,94.9,5,0.1,0.4
2023,2606507,Iati,PE,95.6,4.3,0.1,0
2023,2606606,Ibimirim,PE,94.2,5.6,0.2,0.8
2023,2606705,Ibirajuba,PE,92.6,6.4,1,0
2023,2606804,Igarassu,PE,97.2,2.6,0.2,0
2023,2606903,Iguaracy,PE,97.6,2.3,0.1,0
2023,2607000,Inajá,PE,92.6,6.9,0.5,6.4
2023,2607109,Ingazeira,PE,97.7,1.3,1,5.4
2023,2607208,Ipojuca,PE,98.1,1.7,0.2,0.1
2023,2607307,Ipubi,PE,95.9,3.2,0.9,0.5
2023,2607406,Itacuruba,PE,93.3,6.7,0,1.6
2023,2607505,Itaíba,PE,93.7,6.3,0,1.3
2023,2607604,Ilha de Itamaracá,PE,95.5,4.2,0.3,0.2
2023,2607653,Itambé,PE,93.9,5.2,0.9,0.4
2023,2607703,Itapetim,PE,96.4,3.1,0.5,6.7
2023,2607752,Itapissuma,PE,96.7,3.3,0,0
2023,2607802,Itaquitinga,PE,91,7.1,1.9,4.3
2023,2607901,Jaboatão dos Guararapes,PE,97.7,2,0.3,0.8
2023,2607950,Jaqueira,PE,95.8,4.2,0,0
2023,2608008,Jataúba,PE,94.6,4.5,0.9,0.2
2023,2608057,Jatobá,PE,93.7,5.7,0.6,8
2023,2608107,João Alfredo,PE,96.6,3.1,0.3,0.6
2023,2608206,Joaquim Nabuco,PE,91.9,6.4,1.7,0
2023,2608255,Jucati,PE,93.1,6.5,0.4,0
2023,2608305,Jupi,PE,95.3,4.7,0,0.4
2023,2608404,Jurema,PE,96.1,3.9,0,0
2023,2608453,Lagoa do Carro,PE,97.8,2.1,0.1,0
2023,2608503,Lagoa de Itaenga,PE,92.8,5.6,1.6,0.1
2023,2608602,Lagoa do Ouro,PE,95.1,4.9,0,0
2023,2608701,Lagoa dos Gatos,PE,96.9,3,0.1,0
2023,2608750,Lagoa Grande,PE,96.6,3.1,0.3,2.6
2023,2608800,Lajedo,PE,93,5.6,1.4,0.8
2023,2608909,Limoeiro,PE,96.8,3.1,0.1,0.9
2023,2609006,Macaparana,PE,94.6,5.3,0.1,0.3
2023,2609105,Machados,PE,97.5,2.5,0,0
2023,2609154,Manari,PE,95.8,3.6,0.6,0
2023,2609204,Maraial,PE,98.4,0.7,0.9,4.1
2023,2609303,Mirandiba,PE,95.4,4.4,0.2,0
2023,2609402,Moreno,PE,94,5.5,0.5,0.2
2023,2609501,Nazaré da Mata,PE,97.5,2.5,0,0.1
2023,2609600,Olinda,PE,97.8,2.1,0.1,0.2
2023,2609709,Orobó,PE,97.7,2,0.3,0
2023,2609808,Orocó,PE,96.1,2.9,1,0
2023,2609907,Ouricuri,PE,94.5,4.7,0.8,3.5
2023,2610004,Palmares,PE,95.9,4,0.1,0.8
2023,2610103,Palmeirina,PE,96.5,3,0.5,2.2
2023,2610202,Panelas,PE,96.4,3,0.6,0
2023,2610301,Paranatama,PE,97.5,1.7,0.8,1.7
2023,2610400,Parnamirim,PE,97.6,2.2,0.2,0.9
2023,2610509,Passira,PE,96.8,3.2,0,0.3
2023,2610608,Paudalho,PE,97,2.8,0.2,0
2023,2610707,Paulista,PE,96.5,3.1,0.4,0.3
2023,2610806,Pedra,PE,96.2,3.7,0.1,0
2023,2610905,Pesqueira,PE,93.3,5.6,1.1,3.5
2023,2611002,Petrolândia,PE,98.9,0.6,0.5,0.4
2023,2611101,Petrolina,PE,97.3,2.6,0.1,0.5
2023,2611200,Poção,PE,93.1,6.9,0,0
2023,2611309,Pombos,PE,88,10.1,1.9,0.1
2023,2611408,Primavera,PE,98.5,1.1,0.4,0.9
2023,2611507,Quipapá,PE,93.8,4.2,2,0.1
2023,2611533,Quixaba,PE,97.5,2.2,0.3,1.1
2023,2611606,Recife,PE,98.1,1.7,0.2,0.9
2023,2611705,Riacho das Almas,PE,94,6,0,0.8
2023,2611804,Ribeirão,PE,97.4,1.8,0.8,0.7
2023,2611903,Rio Formoso,PE,99,0.5,0.5,0.4
2023,2612000,Sairé,PE,97.2,2,0.8,0
2023,2612109,Salgadinho,PE,97.2,2.8,0,0
2023,2612208,Salgueiro,PE,96.6,3.2,0.2,0.4
2023,2612307,Saloá,PE,98,1.7,0.3,0
2023,2612406,Sanharó,PE,98.2,1.6,0.2,0
2023,2612455,Santa Cruz,PE,93.9,4.9,1.2,6.3
2023,2612471,Santa Cruz da Baixa Verde,PE,96.1,3.4,0.5,1.6
2023,2612505,Santa Cruz do Capibaribe,PE,93.3,6.3,0.4,0.4
2023,2612554,Santa Filomena,PE,90.6,9.1,0.3,5.6
2023,2612604,Santa Maria da Boa Vista,PE,96.6,3,0.4,7.2
2023,2612703,Santa Maria do Cambucá,PE,92.2,4.4,3.4,0
2023,2612802,Santa Terezinha,PE,96.2,3,0.8,0
2023,2612901,São Benedito do Sul,PE,95,4.2,0.8,0.7
2023,2613008,São Bento do Una,PE,95.8,4,0.2,0.4
2023,2613107,São Caitano,PE,95.3,4.3,0.4,0.3
2023,2613206,São João,PE,96,3.9,0.1,1.1
2023,2613305,São Joaquim do Monte,PE,91.9,6.8,1.3,0
2023,2613404,São José da Coroa Grande,PE,93.1,6.7,0.2,4.3
2023,2613503,São José do Belmonte,PE,98.6,1.4,0,0
2023,2613602,São José do Egito,PE,97.9,2,0.1,0.6
2023,2613701,São Lourenço da Mata,PE,97.4,1.9,0.7,0.5
2023,2613800,São Vicente Férrer,PE,93.6,6.4,0,0
2023,2613909,Serra Talhada,PE,97.8,2,0.2,1.2
2023,2614006,Serrita,PE,90.8,7.8,1.4,0
2023,2614105,Sertânia,PE,96.8,3,0.2,0
2023,2614204,Sirinhaém,PE,97.2,2.7,0.1,1.1
2023,2614303,Moreilândia,PE,94.4,3.8,1.8,0.2
2023,2614402,Solidão,PE,99.2,0.8,0,0
2023,2614501,Surubim,PE,95,4.7,0.3,0
2023,2614600,Tabira,PE,98.3,1.7,0,0.5
2023,2614709,Tacaimbó,PE,89.8,9.8,0.4,0
2023,2614808,Tacaratu,PE,96.2,3.6,0.2,8.2
2023,2614857,Tamandaré,PE,98.8,0.8,0.4,0
2023,2615003,Taquaritinga do Norte,PE,91.4,8.5,0.1,3.3
2023,2615102,Terezinha,PE,93.4,6.6,0,0
2023,2615201,Terra Nova,PE,98.3,1.6,0.1,0
2023,2615300,Timbaúba,PE,97.2,2.6,0.2,1
2023,2615409,Toritama,PE,89.1,10,0.9,0
2023,2615508,Tracunhaém,PE,97.1,2.5,0.4,0
2023,2615607,Trindade,PE,97.6,2.2,0.2,0
2023,2615706,Triunfo,PE,99.1,0.9,0,0.8
2023,2615805,Tupanatinga,PE,90.4,9,0.6,0
2023,2615904,Tuparetama,PE,93.5,5.6,0.9,3.4
2023,2616001,Venturosa,PE,97.1,2.9,0,0.7
2023,2616100,Verdejante,PE,94.5,5.3,0.2,1.2
2023,2616183,Vertente do Lério,PE,96.3,3.6,0.1,0
2023,2616209,Vertentes,PE,92.5,5,2.5,0
2023,2616308,Vicência,PE,95.7,4.1,0.2,0
2023,2616407,Vitória de Santo Antão,PE,95,3.8,1.2,0.7
2023,2616506,Xexéu,PE,98.9,0.8,0.3,0
2023,2700102,Água Branca,AL,94.5,5.1,0.4,1.9
2023,2700201,Anadia,AL,100,0,0,6
2023,2700300,Arapiraca,AL,96.4,3.1,0.5,2.7
2023,2700409,Atalaia,AL,97.9,0.9,1.2,0.5
2023,2700508,Barra de Santo Antônio,AL,98.1,1.9,0,2.1
2023,2700607,Barra de São Miguel,AL,91.5,7.7,0.8,4.3
2023,2700706,Batalha,AL,99.7,0.1,0.2,1.1
2023,2700805,Belém,AL,98.1,1.8,0.1,1.7
2023,2700904,Belo Monte,AL,99.8,0.2,0,1.2
2023,2701001,Boca da Mata,AL,99.7,0.2,0.1,0
2023,2701100,Branquinha,AL,100,0,0,0
2023,2701209,Cacimbinhas,AL,99.9,0,0.1,0
2023,2701308,Cajueiro,AL,96.6,1.9,1.5,3.9
2023,2701357,Campestre,AL,98.4,1.6,0,4.6
2023,2701407,Campo Alegre,AL,100,0,0,7.3
2023,2701506,Campo Grande,AL,95.5,3.1,1.4,0
2023,2701605,Canapi,AL,99.7,0.3,0,0
2023,2701704,Capela,AL,96.7,3.2,0.1,2.7
2023,2701803,Carneiros,AL,99.6,0.4,0,1.7
2023,2701902,Chã Preta,AL,99.3,0,0.7,8.1
2023,2702009,Coité do Nóia,AL,100,0,0,1.9
2023,2702108,Colônia Leopoldina,AL,99.3,0.6,0.1,0.4
2023,2702207,Coqueiro Seco,AL,97.4,2.6,0,0.6
2023,2702306,Coruripe,AL,100,0,0,2.9
2023,2702355,Craíbas,AL,96.9,2.1,1,6.1
2023,2702405,Delmiro Gouveia,AL,93.2,6,0.8,1.2
2023,2702504,Dois Riachos,AL,99,0.8,0.2,0.3
2023,2702553,Estrela de Alagoas,AL,99.4,0.2,0.4,1.3
2023,2702603,Feira Grande,AL,94.3,4,1.7,5.7
2023,2702702,Feliz Deserto,AL,100,0,0,0
2023,2702801,Flexeiras,AL,99.5,0.3,0.2,--
2023,2702900,Girau do Ponciano,AL,97.9,1.5,0.6,6.1
2023,2703007,Ibateguara,AL,100,0,0,1.2
2023,2703106,Igaci,AL,99.5,0.5,0,1
2023,2703205,Igreja Nova,AL,98.7,1,0.3,6.5
2023,2703304,Inhapi,AL,98.9,0.5,0.6,0
2023,2703403,Jacaré dos Homens,AL,98.2,1.8,0,2.8
2023,2703502,Jacuípe,AL,99.6,0.1,0.3,0
2023,2703601,Japaratinga,AL,99.1,0.7,0.2,1
2023,2703700,Jaramataia,AL,95.3,1.5,3.2,2.3
2023,2703759,Jequiá da Praia,AL,99.4,0.6,0,--
2023,2703809,Joaquim Gomes,AL,98.6,0.7,0.7,7.9
2023,2703908,Jundiá,AL,98.5,1.2,0.3,2.9
2023,2704005,Junqueiro,AL,99.8,0.1,0.1,4.2
2023,2704104,Lagoa da Canoa,AL,98.3,0.5,1.2,0.8
2023,2704203,Limoeiro de Anadia,AL,98.6,1.2,0.2,3
2023,2704302,Maceió,AL,95,3.7,1.3,2.8
2023,2704401,Major Isidoro,AL,100,0,0,0
2023,2704500,Maragogi,AL,97.6,2.2,0.2,4.4
2023,2704609,Maravilha,AL,99.9,0.1,0,9.7
2023,2704708,Marechal Deodoro,AL,99.4,0.6,0,5.3
2023,2704807,Maribondo,AL,99.5,0.5,0,1
2023,2704906,Mar Vermelho,AL,98.6,1.1,0.3,0
2023,2705002,Mata Grande,AL,99.1,0.2,0.7,0.1
2023,2705101,Matriz de Camaragibe,AL,99.4,0.4,0.2,5.2
2023,2705200,Messias,AL,98,1.4,0.6,0
2023,2705309,Minador do Negrão,AL,100,0,0,0
2023,2705408,Monteirópolis,AL,99.9,0.1,0,0.4
2023,2705507,Murici,AL,99.9,0,0.1,3.4
2023,2705606,Novo Lino,AL,100,0,0,4
2023,2705705,Olho d'Água das Flores,AL,99.5,0.4,0.1,0.5
2023,2705804,Olho d'Água do Casado,AL,93,6.2,0.8,0
2023,2705903,Olho d'Água Grande,AL,95.2,3.5,1.3,1
2023,2706000,Olivença,AL,99.9,0.1,0,5.9
2023,2706109,Ouro Branco,AL,97.4,1.9,0.7,0
2023,2706208,Palestina,AL,99,1,0,0
2023,2706307,Palmeira dos Índios,AL,99.3,0.5,0.2,0.7
2023,2706406,Pão de Açúcar,AL,99.9,0.1,0,2
2023,2706422,Pariconha,AL,99,1,0,0.4
2023,2706448,Paripueira,AL,99.4,0.5,0.1,0.7
2023,2706505,Passo de Camaragibe,AL,99.8,0,0.2,1
2023,2706604,Paulo Jacinto,AL,96.1,1.3,2.6,0.4
2023,2706703,Penedo,AL,98.8,1,0.2,3.5
2023,2706802,Piaçabuçu,AL,98.8,1,0.2,1.4
2023,2706901,Pilar,AL,98.9,0.9,0.2,2.8
2023,2707008,Pindoba,AL,99.4,0.3,0.3,0
2023,2707107,Piranhas,AL,99,1,0,4.6
2023,2707206,Poço das Trincheiras,AL,100,0,0,0.2
2023,2707305,Porto Calvo,AL,99.3,0.3,0.4,0.1
2023,2707404,Porto de Pedras,AL,87.9,8.7,3.4,2.3
2023,2707503,Porto Real do Colégio,AL,96.9,1.2,1.9,1.5
2023,2707602,Quebrangulo,AL,97.7,1.7,0.6,0
2023,2707701,Rio Largo,AL,97.8,1.7,0.5,1.4
2023,2707800,Roteiro,AL,97.1,1.1,1.8,--
2023,2707909,Santa Luzia do Norte,AL,97,1.3,1.7,0.4
2023,2708006,Santana do Ipanema,AL,98.7,0.9,0.4,2.6
2023,2708105,Santana do Mundaú,AL,100,0,0,0
2023,2708204,São Brás,AL,98.9,1.1,0,0
2023,2708303,São José da Laje,AL,100,0,0,0.1
2023,2708402,São José da Tapera,AL,97.4,2.2,0.4,1.7
2023,2708501,São Luís do Quitunde,AL,99.1,0.4,0.5,0.5
2023,2708600,São Miguel dos Campos,AL,99.7,0.3,0,6.4
2023,2708709,São Miguel dos Milagres,AL,98.4,1.2,0.4,3.6
2023,2708808,São Sebastião,AL,92.2,6.8,1,0
2023,2708907,Satuba,AL,99,0.4,0.6,3.9
2023,2708956,Senador Rui Palmeira,AL,98.8,0.5,0.7,4.5
2023,2709004,Tanque d'Arca,AL,98.9,0.7,0.4,0.5
2023,2709103,Taquarana,AL,98.1,0.4,1.5,2.1
2023,2709152,Teotônio Vilela,AL,99.8,0.2,0,0.9
2023,2709202,Traipu,AL,97.7,1.7,0.6,0
2023,2709301,União dos Palmares,AL,99.9,0.1,0,1.1
2023,2709400,Viçosa,AL,98.5,1.5,0,1
2023,2800100,Amparo do São Francisco,SE,78.6,20.5,0.9,0
2023,2800209,Aquidabã,SE,88.4,10,1.6,1.4
2023,2800308,Aracaju,SE,95.9,3.7,0.4,1.8
2023,2800407,Arauá,SE,94.2,5,0.8,2.8
2023,2800506,Areia Branca,SE,84,14.6,1.4,7.7
2023,2800605,Barra dos Coqueiros,SE,90,8.6,1.4,1.6
2023,2800670,Boquim,SE,87.6,11.8,0.6,0.1
