ano,codigo_municipio,nome_municipio,uf,taxa_aprovacao_fund,taxa_reprovacao_fund,taxa_abandono_fund,taxa_abandono_med
2023,1100015,Alta Floresta D'Oeste,RO,93.1,5.9,1,0.4
2023,1100023,Ariquemes,RO,94.2,4.9,0.9,4.7
2023,1100031,Cabixi,RO,98,2,0,0
2023,1100049,Cacoal,RO,99.1,0.7,0.2,3.3
2023,1100056,Cerejeiras,RO,97.2,2.6,0.2,0.7
2023,1100064,Colorado do Oeste,RO,98,1.6,0.4,0.1
2023,1100072,Corumbiara,RO,94.6,5.3,0.1,0.9
2023,1100080,Costa Marques,RO,91.4,8.2,0.4,0
2023,1100098,Espigão D'Oeste,RO,98.6,1,0.4,3
2023,1100106,Guajará-Mirim,RO,97,2.2,0.8,2
2023,1100114,Jaru,RO,98.6,1,"0,4",3
2023,1100122,Ji-Paraná,RO,97.9,1.7,0.4,2.6
2023,1100130,Machadinho D'Oeste,RO,92.8,5,2.2,5.9
2023,1100148,Nova Brasilândia D'Oeste,RO,99.3,0.7,0,0
2023,1100155,Ouro Preto do Oeste,RO,96,3.7,0.3,6
2023,1100189,Pimenta Bueno,RO,93.9,5.4,0.7,4.4
2023,1100205,Porto Velho,RO,95.7,3.3,1,4
2023,1100254,Presidente Médici,RO,97,2.9,0.1,0.9
2023,1100262,Rio Crespo,RO,95.7,4.3,0,1.6
2023,1100288,Rolim de Moura,RO,98.8,1.2,0,0.9
2023,1100296,Santa Luzia D'Oeste,RO,95.5,4.5,0,0
2023,1100304,Vilhena,RO,95.9,3.7,0.4,7.6
2023,1100320,São Miguel do Guaporé,RO,99.4,0.4,0.2,1.2
2023,1100338,Nova Mamoré,RO,92.9,5.7,1.4,2.2
2023,1100346,Alvorada D'Oeste,RO,97.9,1.6,0.5,0
2023,1100379,Alto Alegre dos Parecis,RO,92.1,6.3,1.6,6.8
2023,1100403,Alto Paraíso,RO,93.5,6.4,0.1,0.2
2023,1100452,Buritis,RO,97.2,1.5,1.3,12.4
2023,1100502,Novo Horizonte do Oeste,RO,98.8,1,0.2,0.2
2023,1100601,Cacaulândia,RO,95.7,2.9,1.4,2.1
2023,1100700,Campo Novo de Rondônia,ro,90.8,7.5,1.7,8.2
2023,1100809,Candeias do Jamari,RO,89.7,7.9,2.4,8.5
2023,1100908,Castanheiras,RO,93.5,6,0.5,0
2023,1100924,Chupinguaia,RO,98,1.7,0.3,8
2023,1100940,Cujubim,RO,92.4,6.4,1.2,11.3
2023,1101005,Governador Jorge Teixeira,RO,91.6,8,0.4,2
2023,1101104,Itapuã do Oeste,RO,97.6,0.2,2.2,19.5
2023,1101203,Ministro Andreazza,RO,96.7,2.8,0.5,1.6
2023,1101302,Mirante da Serra,RO,96.5,2.3,1.2,3.1
2023,1101401,Monte Negro,RO,96.8,3.1,0.1,1.3
2023,1101435,Nova União,RO,91.8,7.7,0.5,2.5
2023,1101450,Parecis,RO,92.7,6.6,0.7,2.9
2023,1101468,Pimenteiras do Oeste,RO,98.6,1.4,0,0
2023,1101476,Primavera de Rondônia,RO,99.3,0.7,0,4.2
2023,1101484,São Felipe D'Oeste,RO,97,2.2,0.8,10.6
2023,1101492,São Francisco do Guaporé,RO,99.1,0.6,0.3,5.8
2023,1101500,Seringueiras,RO,99.3,0.6,0.1,0
2023,1101559,Teixeirópolis,RO,95.4,4.2,0.4,2.6
2023,1101609,Theobroma,RO,98.9,1.1,0,0
2023,1101708,Urupá,RO,97.9,2.1,0,2.9
2023,1101757,Vale do Anari,RO,96.1,3.8,0.1,9.2
2023,1101807,Vale do Paraíso,RO,97.3,2.6,0.1,6.5
2023,1200013,Acrelândia,AC,94,4,2,8.2
2023,1200054,Assis Brasil,AC,77.7,3.1,19.2,10.2
2023,1200104,Brasiléia,AC,97.1,2.3,0.6,3.8
2023,1200138,Bujari,AC,91.3,5.4,3.3,4.1
2023,1200179,Capixaba,AC,90.1,6.9,3,12.8
2023,1200203,Cruzeiro do Sul,AC,96.1,2.9,1,4.9
2023,1200252,Epitaciolândia,AC,96.9,2.2,0.9,1.7
2023,1200302,Feijó,AC,88.6,8.6,2.8,5.7
2023,1200328,Jordão,  AC,95.6,2.4,2,10
2023,1200336,Mâncio Lima,AC,95.1,1.8,3.1,10.9
2023,1200344,Manoel Urbano,AC,93.1,5.9,1,8.9
2023,1200351,Marechal Thaumaturgo,AC,87.4,6.6,6,12.6
2023,1200385,Plácido de Castro,AC,95.1,2.8,2.1,6.6
2023,1200393,Porto Walter,AC,93.3,4.5,2.2,7.3
2023,1200401,Rio Branco,AC,96.1,3.3,0.6,3.7
2023,1200427,Rodrigues Alves,AC,94.9,1.9,3.2,13.2
2023,1200435,Santa Rosa do Purus,AC,90.1,7.6,2.3,15.1
2023,1200450,Senador Guiomard,AC,96.2,1.9,1.9,4.2
2023,1200500,Sena Madureira,AC,89.9,4.1,6,6.3
2023,1200609,Tarauacá,AC,88.5,3.7,7.8,14.1
2023,1200708,Xapuri,AC,92.8,4.5,2.7,7.5
2023,1200807,Porto Acre,AC,86.7,10.9,2.4,7.2
2023,1300029,Alvarães,AM,90,6.5,3.5,13.6
2023,1300060,Amaturá,AM,88.4,10.2,1.4,4.7
2023,1300086,Anamã,AM,97.9,1.2,0.9,7.5
2023,1300102,Anori,AM,90.1,8.8,1.1,5.4
2023,1300144,Apuí,AM,88.1,8.5,3.4,14.9
2023,1300201,Atalaia do Norte,AM,90.5,4.4,5.1,14.2
2023,1300300,Autazes,AM,88.5,9.8,1.7,3.5
2023,1300409,Barcelos,AM,93,3.4,3.6,9
2023,1300508,Barreirinha,AM,92.4,5.4,2.2,8.5
2023,1300607,Benjamin Constant,AM,98.1,0.9,1,3.3
2023,1300631,Beruri,AM,90.5,4,5.5,1.4
2023,1300680,Boa Vista do Ramos,AM,93.6,4.8,1.6,4.9
2023,1300706,Boca do Acre,AM,97.9,0.8,1.3,4.5
2023,1300805,Borba,AM,95.4,2.6,2,5
2023,1300839,Caapiranga,AM,92.7,3,4.3,6.7
2023,1300904,Canutama,AM,85.7,9.1,5.2,7.1
2023,1301001,Carauari,AM ,93.5,5,1.5,1.2
2023,1301100,Careiro,AM,93.3,5.9,0.8,6.3
2023,1301159,Careiro da Várzea,AM,93.8,4.7,1.5,5.1
2023,1301209,Coari,AM,91.9,6.6,1.5,2.6
2023,1301308,Codajás,AM,89.5,6.4,4.1,6.8
2023,1301407,Eirunepé,AM,93.9,5.2,0.9,2.4
2023,1301506,Envira,AM,87.1,5.3,7.6,0.2
2023,1301605,Fonte Boa,AM,85.4,6,8.6,2.5
2023,1301654,Guajará,AM,90.7,5.8,3.5,14.6
2023,1301704,Humaitá,AM,96.9,2.6,0.5,4.8
2023,1301803,Ipixuna,AM,86.9,11,2.1,11
2023,1301852,Iranduba,AM,93.6,4,2.4,3.8
2023,1301902,Itacoatiara,AM,96.5,2.3,1.2,4.9
2023,1301951,Itamarati,AM,87.2,7.8,5,12
2023,1302009,Itapiranga,AM,94,4.6,1.4,0
2023,1302108,Japurá,AM,81.8,14.9,3.3,5.7
2023,1302207,Juruá,AM,77.3,19.9,2.8,6.4
2023,1302306,Jutaí,AM,87.9,8,4.1,14.9
2023,1302405,Lábrea,AM,89.8,5.7,4.5,7.6
2023,1302504,Manacapuru,AM,97.5,1.8,0.7,4.4
2023,1302553,Manaquiri,AM,96.2,2.9,0.9,2.7
2023,1302603,Manaus,AM,98.6,1.1,0.3,2.7
2023,1302702,Manicoré,AM,94.6,3.1,2.3,7.6
2023,1302801,Maraã,AM,87.1,8.3,4.6,2.3
2023,1302900,Maués,AM,90.9,6.7,2.4,8.9
2023,1303007,Nhamundá,AM,94.9,4,1.1,4.4
2023,1303106,Nova Olinda do Norte,AM,95.3,3,1.7,10.2
2023,1303205,Novo Airão,AM,95.2,3.3,1.5,9
2023,1303304,Novo Aripuanã,AM,93.9,2.3,3.8,7.7
2023,1303403,Parintins,AM,95.4,3.8,0.8,1.5
2023,1303502,Pauini,ZZ,80.5,16.3,3.2,9.9
2023,1303536,Presidente Figueiredo,AM,91.1,7.7,1.2,4.9
2023,1303569,Rio Preto da Eva,AM,98.6,0.6,0.8,9.6
2023,1303601,Santa Isabel do Rio Negro,AM,98.1,0.2,1.7,9.1
2023,1303700,Santo Antônio do Içá,AM,92,6.6,1.4,0.3
2023,1303809,São Gabriel da Cachoeira,AM,87.4,6.4,6.2,8.9
2023,1303908,São Paulo de Olivença,AM,93.2,4.9,1.9,6.7
2023,1303957,São Sebastião do Uatumã,AM,98.9,0.5,0.6,2.9
2023,1304005,Silves,AM,97.2,2.5,0.3,7.2
2023,1304062,Tabatinga,AM,96.8,2,1.2,5.4
2023,1304104,Tapauá,AM,93.7,3,3.3,6.5
2023,1304203,Tefé,AM,91.9,6.2,1.9,10.9
2023,1304237,Tonantins,AM,94.5,4.9,0.6,3.7
2023,1304260,Uarini,AM,88.1,8.5,3.4,1.2
2023,1304302,Urucará,AM,98.4,1.1,0.5,0.7
2023,1304401,Urucurituba,AM,94.6,4.5,0.9,5
2023,1400027,Amajari,RR,92.8,2.6,4.6,13.8
2023,1400050,Alto Alegre,RR,93.4,5.4,1.2,4.2
2023,1400100,Boa Vista,RR,95.9,3.3,0.8,2.8
2023,1400159,Bonfim,RR,94,3.8,2.2,7.8
2023,1400175,Cantá,RR,94.3,4.7,1,7.8
2023,1400209,Caracaraí,RR,90.1,7.6,2.3,3.2
2023,1400233,Caroebe,RR,90.8,6.7,2.5,6.3
2023,1400282,Iracema,RR,92,6.3,1.7,2.5
2023,1400308,Mucajaí,RR,95.3,4,0.7,2.8
2023,1400407,Normandia,RR,92.7,6.1,1.2,9.6
2023,1400456,Pacaraima,RR,92.7,4,3.3,5.8
2023,1400472,Rorainópolis,RR,92,6.5,1.5,10.6
2023,1400506,São João da Baliza,RR,92,6.4,1.6,11.8
2023,1400605,São Luiz,RR,95.4,3.3,1.3,1.8
2023,1400704,Uiramutã,RR,92.2,5.1,2.7,6.9
2023,1500107,Abaetetuba,PA,93.2,6.2,0.6,0.6
2023,1500131,Abel Figueiredo,PA,92.7,5.7,1.6,0.4
2023,1500206,Acará,PA,82.5,14.6,2.9,1.5
2023,1500305,Afuá,PA,75.8,19.7,4.5,0
2023,1500347,Água Azul do Norte,PA,87.7,10.7,1.6,0
2023,1500404,Alenquer,PA,87.5,10.1,2.4,0.5
2023,1500503,Almeirim,PA,78.1,17.7,4.2,0
2023,1500602,Altamira,PA,93.5,5.7,0.8,0
2023,1500701,Anajás,PA,79,17.4,3.6,0
2023,1500800,Ananindeua,PA,99.6,0.3,0.1,0.2
2023,1500859,Anapu,PA,88.5,8.3,3.2,1.7
2023,1500909,Augusto Corrêa,PA,86.1,12.1,1.8,0.5
2023,1500958,Aurora do Pará,PA,93.3,6.5,0.2,0
2023,1501006,Aveiro,PA,91.3,5.1,3.6,0.2
2023,1501105,Bagre,PA,81.5,13.3,5.2,0.7
2023,1501204,Baião,PA,86.7,9,4.3,0
2023,1501253,Bannach,PA,81.6,12.8,5.6,4.9
2023,1501303,Barcarena,PA,89.7,8.9,1.4,0.4
2023,1501402,Belém,PA,99.1,0.4,0.5,0.2
2023,1501451,Belterra,PA,90.3,9.7,0,2.1
2023,1501501,Benevides,PA,99.9,0.1,0,0
2023,1501576,Bom Jesus do Tocantins,PA,88,10.6,1.4,0
2023,1501600,Bonito,PA,99.5,0.2,0.3,0
2023,1501709,Bragança,PA,92.7,6.1,1.2,0.4
2023,1501725,Brasil Novo,PA,95,4.6,0.4,0
2023,1501758,Brejo Grande do Araguaia,PA,96.9,2.8,0.3,0.7
2023,1501782,Breu Branco,PA,87.7,10.9,1.4,0
2023,1501808,Breves,PA,68.8,22.2,9,1.1
2023,1501907,Bujaru,PA,93.5,4.7,1.8,1.8
2023,1501956,Cachoeira do Piriá,PA,88.1,8.8,3.1,0
2023,1502004,Cachoeira do Arari,PA,90.6,7.3,2.1,0.4
2023,1502103,Cametá,PA,81.5,14.8,3.7,0
2023,1502152,Canaã dos Carajás,PA,95.9,3.9,0.2,0.5
2023,1502202,Capanema,PA,99.1,0.8,0.1,0
2023,1502301,Capitão Poço,PA,99.2,0.3,0.5,0.1
2023,1502400,Castanhal,PA,93.8,5.6,0.6,0.4
2023,1502509,Chaves,PA,79.2,18.4,2.4,0
2023,1502608,Colares,PA,95.8,4.1,0.1,0.3
2023,1502707,Conceição do Araguaia,PA,95.6,3.5,0.9,0.4
2023,1502756,Concórdia do Pará,PA,86.1,12.4,1.5,0.3
2023,1502764,Cumaru do Norte,PA,98.7,0.7,0.6,0
2023,1502772,Curionópolis,PA,99.5,0.4,0.1,0
2023,1502806,Curralinho,PA,81.8,14.8,3.4,0
2023,1502855,Curuá,PA,91,7.1,1.9,1.2
2023,1502905,Curuçá,PA,92.5,6.3,1.2,1
2023,1502939,Dom Eliseu,PA,92.7,5.8,1.5,0.1
2023,1502954,Eldorado do Carajás,PA,95.8,1.3,2.9,0
2023,1503002,Faro,PA,94.6,4.5,0.9,1.5
2023,1503044,Floresta do Araguaia,PA,89.1,8.5,2.4,0.2
2023,1503077,Garrafão do Norte,PA,79.7,17.5,150.0,0
2023,1503093,Goianésia do Pará,PA,79,17.4,3.6,1.8
2023,1503101,Gurupá,PA,77.9,15.4,6.7,0.3
2023,1503200,Igarapé-Açu,PA,95.4,3.9,0.7,0.1
2023,1503309,Igarapé-Miri,PA,79,18,3,0
2023,1503408,Inhangapi,PA,91.3,8.1,0.6,1
2023,1503457,Ipixuna do Pará,PA,85.1,12.8,2.1,0
2023,1503507,Irituia,PA,92,7.7,0.3,0.2
2023,1503606,Itaituba,PA,92.7,6.1,1.2,1.7
2023,1503705,Itupiranga,PA,87.9,7.8,4.3,1.1
2023,1503754,Jacareacanga,PA,86,12.3,1.7,0
2023,1503804,Jacundá,PA,84.3,12.2,3.5,0.1
2023,1503903,Juruti,PA,95,4.6,0.4,0.1
2023,1504000,Limoeiro do Ajuru,PA,80.2,15.6,4.2,0
2023,1504059,Mãe do Rio,PA,91.1,7.9,1,0.6
2023,1504109,Magalhães Barata,PA,91.4,7.5,1.1,2
2023,1504208,Marabá,PA,96.4,3,0.6,0.8
2023,1504307,Maracanã,PA,89.7,7.9,2.4,0.7
2023,1504406,Marapanim,PA,88.9,8.9,2.2,0.2
2023,1504422,Marituba,PA,97.7,1.5,0.8,0
2023,1504455,Medicilândia,PA,81.5,15.3,3.2,0.1
2023,1504505,Melgaço,PA,73.2,23.2,3.6,0.5
2023,1504604,Mocajuba,PA,81.8,15.1,3.1,0
2023,1504703,Moju,PA,97.3,0,2.7,3.4
2023,1504752,Mojuí dos Campos,PA,95.5,3.8,0.7,0.1
2023,1504802,Monte Alegre,PA,88.4,10,1.6,0
2023,1504901,Muaná,PA,93.4,5.6,1,0
2023,1504950,Nova Esperança do Piriá,PA,86.1,10.6,3.3,0.4
2023,1504976,Nova Ipixuna,PA,84.2,12.9,2.9,0.7
2023,1505007,Nova Timboteua,PA,99.1,0.4,0.5,0
2023,1505031,Novo Progresso,PA,92.3,4.9,2.8,0.1
2023,1505064,Novo Repartimento,PA,84.5,12,3.5,0.2
2023,1505106,Óbidos,PA,85,13.4,1.6,0.8
2023,1505205,Oeiras do Pará,PA,74.9,22.2,2.9,0
2023,1505304,Oriximiná,PA,91,8.2,0.8,0.3
2023,1505403,Ourém,PA,93.5,6.2,0.3,0.1
2023,1505437,Ourilândia do Norte,PA,94.9,3.8,1.3,0.1
2023,1505486,Pacajá,PA,84.2,12.5,3.3,0.4
2023,1505494,Palestina do Pará,PA,91.9,7.1,1,0
2023,1505502,Paragominas,PA,92.3,6.3,1.4,0.1
2023,1505536,Parauapebas,PA,96.3,2.7,1,0.3
2023,1505551,Pau D'Arco,PA,89,6.9,4.1,0
2023,1505601,Peixe-Boi,PA,88.8,10.9,0.3,0
2023,1505635,Piçarra,PA,93,5.5,1.5,0.5
2023,1505650,Placas,PA,96.9,3.1,0,0.1
2023,1505700,Ponta de Pedras,PA,96.9,1.8,1.3,0
2023,1505809,Portel,PA,71.6,22.6,5.8,0.1
2023,1505908,Porto de Moz,PA,86.7,8.3,5,0
2023,1506005,Prainha,PA,92,6.7,1.3,0.2
2023,1506104,Primavera,PA,98.9,1.1,0,0.4
2023,1506112,Quatipuru,PA,94.9,4.8,0.3,0
2023,1506138,Redenção,PA,96.5,2.5,1,0.4
2023,1506161,Rio Maria,PA,96.3,1.8,1.9,0
2023,1506187,Rondon do Pará,PA,84,14.3,1.7,0.8
2023,1506195,Rurópolis,PA,90.8,6.8,2.4,0.2
2023,1506203,Salinópolis,PA,97.8,1.9,0.3,0.1
2023,1506302,Salvaterra,PA,87.8,8.7,3.5,0
2023,1506351,Santa Bárbara do Pará,PA,97.3,2.4,0.3,0.1
2023,1506401,Santa Cruz do Arari,PA,89.6,8.9,1.5,0.8
2023,1506500,Santa Izabel do Pará,PA,94,4.6,1.4,0
2023,1506559,Santa Luzia do Pará,PA,84.9,11.8,3.3,0
2023,1506583,Santa Maria das Barreiras,PA,88.6,8,3.4,8.3
2023,1506609,Santa Maria do Pará,PA,94.8,4.4,0.8,0.1
2023,1506708,Santana do Araguaia,PA,78.9,12.5,8.6,0
2023,1506807,Santarém,PA,95,4.7,0.3,0.2
2023,1506906,Santarém Novo,PA,90.7,7.4,1.9,0
2023,1507003,Santo Antônio do Tauá,PA,91.4,6.6,2,0.7
2023,1507102,São Caetano de Odivelas,PA,88.9,9,2.1,0.6
2023,1507151,São Domingos do Araguaia,PA,86.5,10.4,3.1,0.1
2023,1507201,São Domingos do Capim,PA,81.9,15.9,2.2,0
2023,1507300,São Félix do Xingu,PA,83.8,11.7,4.5,0.7
2023,1507409,São Francisco do Pará,PA,85.7,11.5,2.8,0
2023,1507458,São Geraldo do Araguaia,PA,97,2.2,0.8,0.8
2023,1507466,São João da Ponta,PA,92.4,6,1.6,0.4
2023,1507474,São João de Pirabas,PA,96.1,2.9,1,0
2023,1507508,São João do Araguaia,PA,83.8,13.6,2.6,0.6
2023,1507607,São Miguel do Guamá,PA,83.4,15,1.6,0.2
2023,1507706,São Sebastião da Boa Vista,PA,90.9,7.3,1.8,0
2023,1507755,Sapucaia,PA,82,10.8,7.2,0
2023,1507805,Senador José Porfírio,PA,87.8,10.4,1.8,0
2023,1507904,Soure,PA,89.9,8.3,1.8,0.2
2023,1507953,Tailândia,PA,88.3,9.8,1.9,0.5
2023,1507961,Terra Alta,PA,95.4,3.8,0.8,1.8
2023,1507979,Terra Santa,PA,97.1,2.3,0.6,0
2023,1508001,Tomé-Açu,PA,97.2,1.3,1.5,0.2
2023,1508035,Tracuateua,PA,85.2,11,3.8,0.1
2023,1508050,Trairão,PA,87.8,8.1,4.1,0
2023,1508084,Tucumã,PA,88.4,10.1,1.5,0.3
2023,1508100,Tucuruí,PA,87.6,10.6,1.8,0.1
2023,1508126,Ulianópolis,PA,99.7,0.3,0,0
2023,1508159,Uruará,PA,95.2,3.5,1.3,0.4
2023,1508209,Vigia,PA,93.3,5.4,1.3,0.3
2023,1508308,Viseu,PA,93.8,3.8,2.4,0.9
2023,1508357,Vitória do Xingu,PA,95.7,4.3,0,1
2023,1508407,Xinguara,PA,91.3,7.3,1.4,0.2
2023,1600055,Serra do Navio,AP,91.5,7.2,1.3,10.5
2023,1600105,Amapá,AP,90.3,7.9,1.8,11.8
2023,1600154,Pedra Branca do Amapari,AP,95.5,3.7,0.8,7
2023,1600204,Calçoene,AP,81.5,16.6,1.9,10.2
2023,1600212,Cutias,AP,88.1,10.8,1.1,13.1
2023,1600238,Ferreira Gomes,AP,83.7,14.7,1.6,5
2023,1600253,Itaubal,AP,82.8,14.6,2.6,14.4
2023,1600279,Laranjal do Jari,AP,87.4,11,1.6,6.3
2023,1600303,Macapá,AP,92.6,6.6,0.8,4.2
2023,1600402,Mazagão,AP,85.3,12.5,2.2,5.6
2023,,Ferreira Gomes,AP,83.7,14.7,1.6,5
2023,1600501,Oiapoque,AP,86.4,11.2,2.4,4
2023,1600535,Porto Grande,AP,92.4,6.9,0.7,6.5
2023,1600550,Pracuúba,AP,86.1,12.7,1.2,0.6
2023,1600600,Santana,AP,93.6,5.5,0.9,3.4
2023,1600709,Tartarugalzinho,AP,90.2,7.2,2.6,13.5
2023,1600808,Vitória do Jari,AP,89.3,8.4,2.3,5.7
2023,1700251,Abreulândia,TO,100,0,0,2.2
2023,1700301,Aguiarnópolis,TO,91.8,8,0.2,3.4
2023,1700350,Aliança do Tocantins,TO,98.3,1.7,0,0
2023,1700400,Almas,TO,99.9,0.1,0,0
2023,1700707,Alvorada,TO,99.2,0.8,0,1.9
2023,1701002,Ananás,TO,97.1,2.9,0,6
2023,1701051,Angico,TO,97.7,2.1,0.2,0
2023,1701101,Aparecida do Rio Negro,TO,99.1,0.7,0.2,2.8
2023,1701309,Aragominas,TO,96.5,3.4,0.1,0.4
2023,1701903,Araguacema,TO,99.1,0.6,0.3,9.7
2023,1702000,Araguaçu,TO,100,0,0,1.1
2023,1702109,Araguaína,TO,98.7,1.1,0.2,1.4
2023,1702158,Araguanã,TO,93.7,5.7,0.6,3
2023,1702208,Araguatins,TO,96.5,3.4,0.1,0.1
2023,1702307,Arapoema,TO,98.7,1.3,0,0
2023,1702406,Arraias,TO,96.4,3.1,0.5,0.3
2023,1702554,Augustinópolis,TO,95.8,2.9,1.3,4.3
2023,1702703,Aurora do Tocantins,TO,94,5.7,0.3,1.8
2023,1702901,Axixá do Tocantins,TO,95.6,4.1,0.3,2
2023,1703008,Babaçulândia,TO,97.7,2.3,0,0
2023,1703057,Bandeirantes do Tocantins,TO,99.8,0,0.2,1.5
2023,1703073,Barra do Ouro,TO,94.1,5.7,0.2,0.5
2023,1703107,Barrolândia,TO,99.4,0.6,0,0
2023,1703206,Bernardo Sayão,TO,95.7,3.7,0.6,8.1
2023,1703305,Bom Jesus do Tocantins,TO,99,1,0,0
2023,1703602,Brasilândia do Tocantins,TO,97.7,2.3,0,0
2023,1703701,Brejinho de Nazaré,TO,97.7,2,0.3,0.6
2023,1703800,Buriti do Tocantins,TO,97.2,2.3,0.5,1
2023,1703826,Cachoeirinha,TO,96.4,3.2,0.4,2.3
2023,1703842,Campos Lindos,TO,88.9,10.1,1,0
2023,1703867,Cariri do Tocantins,TO,98.2,1.8,0,0
2023,1703883,Carmolândia,TO,88.5,11.5,0,0
2023,1703891,Carrasco Bonito,TO,93.8,6.2,0,0.7
2023,1703909,Caseara,TO,97.7,2.1,0.2,0
2023,1704105,Centenário,TO,100,0,0,0
2023,1704600,Chapada de Areia,TO,98,2,0,--
2023,1705102,Chapada da Natividade,TO,94.2,4.4,1.4,0.8
2023,1705508,Colinas do Tocantins,TO,96.7,3.2,0.1,0.6
2023,1705557,Combinado,TO,97.7,2,0.3,2.9
2023,1705607,Conceição do Tocantins,TO,94,3.7,2.3,8.5
2023,1706001,Couto Magalhães,TO,95,5,0,6.8
2023,1706100,Cristalândia,TO,95.8,3.8,0.4,5.3
2023,1706258,Crixás do Tocantins,TO,96.4,3.6,0,0
2023,1706506,Darcinópolis,TO,96.9,2.7,0.4,1.6
2023,1707009,Dianópolis,TO,96.2,3.2,0.6,0.9
2023,1707108,Divinópolis do Tocantins,TO,98.9,1,0.1,0
2023,1707207,Dois Irmãos do Tocantins,TO,96.7,2.1,1.2,2.4
2023,1707306,Dueré,TO,99.1,0.9,0,0.8
2023,1707405,Esperantina,TO,87,11.8,1.2,6.7
2023,1707553,Fátima,TO,92.4,6.8,0.8,3.1
2023,1707652,Figueirópolis,TO,82.9,16.6,0.5,2.5
2023,1707702,Filadélfia,TO,96.6,3.1,0.3,0
2023,1708205,Formoso do Araguaia,TO,96.1,2.5,1.4,2.1
2023,1708254,Tabocão,TO,98.5,1.5,0,0
2023,1708304,Goianorte,TO,99.8,0.2,0,0.6
2023,1709005,Goiatins,TO,89.6,9.5,0.9,2.6
2023,1709302,Guaraí,TO,95.9,3.8,0.3,1.9
2023,1709500,Gurupi,TO,99,0.8,0.2,0.5
2023,1709807,Ipueiras,TO,93.5,6,0.5,0
2023,1710508,Itacajá,TO,98.7,1.2,0.1,0.3
2023,1710706,Itaguatins,TO,99.9,0.1,0,0
2023,1710904,Itapiratins,TO,99,0.8,0.2,2.5
2023,1711100,Itaporã do Tocantins,TO,96,4,0,0
2023,1711506,Jaú do Tocantins,TO,95.8,4.2,0,2.3
2023,1711803,Juarina,TO,94.7,5.3,0,0
2023,1711902,Lagoa da Confusão,TO,93,5.9,1.1,5.5
2023,1711951,Lagoa do Tocantins,TO,98.7,0.9,0.4,1.5
2023,1712009,Lajeado,TO,100,0,0,0
2023,1712157,Lavandeira,TO,96.7,3.3,0,0
2023,1712405,Lizarda,TO,96.4,3.6,0,1.3
2023,1712454,Luzinópolis,TO,99.5,0.5,0,1.2
2023,1712504,Marianópolis do Tocantins,TO,97.3,2.1,0.6,2.2
2023,1712702,Mateiros,TO,92.9,6.9,0.2,3.3
2023,1712801,Maurilândia do Tocantins,TO,96.8,3.2,0,0
2023,1713205,Miracema do Tocantins,TO,94.4,4.9,0.7,3.6
2023,1713304,Miranorte,TO,94,4.5,1.5,3.1
2023,1713601,Monte do Carmo,TO,97.5,1.7,0.8,4.3
2023,1713700,Monte Santo do Tocantins,TO,98.9,1.1,0,--
2023,1713809,Palmeiras do Tocantins,TO,99.7,0.1,0.2,6.3
2023,1713957,Muricilândia,TO,99.5,0.5,0,0
2023,1714203,Natividade,TO,99.1,0.8,0.1,0
2023,1714302,Nazaré,TO,95.7,4.3,0,0
2023,1714880,Nova Olinda,TO,92.4,7.4,0.2,1
2023,1715002,Nova Rosalândia,TO,99.1,0.9,0,0
2023,1715101,Novo Acordo,TO,98.9,1.1,0,0
2023,1715150,Novo Alegre,TO,96.9,2.7,0.4,1.4
2023,1715259,Novo Jardim,TO,90.1,9.9,0,0
2023,1715507,Oliveira de Fátima,TO,99.1,0.9,0,1.9
2023,1715705,Palmeirante,TO,90.7,7.7,1.6,1.6
2023,1715754,Palmeirópolis,TO,100,0,0,0
2023,1716109,Paraíso do Tocantins,TO,99.6,0.3,0.1,2.2
2023,1716208,Paranã,TO,96.8,3,0.2,1.4
2023,1716307,Pau D'Arco,TO,91.3,8.4,0.3,0
2023,1716505,Pedro Afonso,TO,99.7,0.3,0,1.4
2023,1716604,Peixe,TO,97.4,2.5,0.1,2.9
2023,1716653,Pequizeiro,TO,98.7,1.2,0.1,0
2023,1716703,Colméia,TO,96.8,2.7,0.5,3.3
2023,1717008,Pindorama do Tocantins,TO,95.3,4.6,0.1,1
2023,1717206,Piraquê,TO,97.5,2.5,0,0
2023,1717503,Pium,TO,95.5,3.9,0.6,3.9
2023,1717800,Ponte Alta do Bom Jesus,TO,95.3,3.2,1.5,3.9
2023,1717909,Ponte Alta do Tocantins,TO,97.6,2,0.4,0
2023,1718006,Porto Alegre do Tocantins,TO,95.3,3,1.7,7.5
2023,1718204,Porto Nacional,TO,98.3,1.4,0.3,1.6
2023,1718303,Praia Norte,TO,93.3,5.8,0.9,6.9
2023,1718402,Presidente Kennedy,TO,97.7,2.3,0,0
2023,1718451,Pugmil,TO,98.6,1.4,0,3.6
2023,1718501,Recursolândia,TO,98.7,1,0.3,0
2023,1718550,Riachinho,TO,89.6,9.7,0.7,0.5
2023,1718659,Rio da Conceição,TO,96.4,3.3,0.3,1.5
2023,1718709,Rio dos Bois,TO,91.4,6.2,2.4,8.5
2023,1718758,Rio Sono,TO,97.8,1.5,0.7,0
2023,1718808,Sampaio,TO,96.9,2.8,0.3,2.9
2023,1718840,Sandolândia,TO,98,1.8,0.2,2
2023,1718865,Santa Fé do Araguaia,TO,94.4,5.2,0.4,2.4
2023,1718881,Santa Maria do Tocantins,TO,94.9,5.1,0,0
